title,link,content,date
Check Out Opportunities Available At New KCC,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/check-opportunities-available-new-kcc/,"New KCC Ltd are looking for distributors to join them and help them in distributing their milk products across the 47 counties. If you are up for the task, please visit the following link below the article and apply as soon as possible. All the best in the applications . Click on the PDF below for all the information you need to know DISTRIBUTORS-REQUIREMENTS",2018-01-22
Job Vacancy at Danish Refugee Council,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/job-vacancy-danish-refugee-council/,"DRC has been operating in Kenya since 2005, where we assist refugees and displacement-affected communities in Dadaab, Kakuma, Kalobeyei, Nairobi and Mombasa through protection and livelihoods activities to enhance their self-reliance and expand opportunities for a dignified life. DRC provides both humanitarian assistance and longer-term development support to respond to the needs of communities affected by acute crisis as well as those in protracted displacement situations Data Management Assistant-Protection Job Type Contract Qualification BA/BSc/HND Job Field NGO/Non-Profit About the job The Protection Assistant  Data Management (GBVIMS) will primarily be responsible for ensuring GBV and other protection data is accurately and ethically collected, stored, analyzed & shared in strict adherence to the GBVIMS Guidelines and relevant protection standards. You will also be responsible for all monitoring and evaluation and reporting aspects of the DRC protection activities programme to inform better program interventions, work closely with all the DRC protection staff, M & E officer & staff from partner agencies. YOUR MAIN DUTIES AND RESPONSIBILITIES: Designing, planning & implementation of strategies for data collection & storage, analysis & sharing: Manage the Gender Based Violence Information Management System (GBVIMS) by ensuring accurate data entry into the incident recorder, clean up, storage and system maintenance including troubleshooting. Train & offer needed support to GBV staff to correctly & effectively use GBVIMS tools (GBV Classification tool, consent form, intake form, incident recorder & ISP) Strengthen and maintain networks with other Protection partners in Kakuma & Kalobeyei by attending GBV and GBVIMS working group meetings to help analyze GBV trends, findings and best practices. Ensure timely sharing of GBVIMS line data on a monthly basis to UNHCR focal point for consolidation. Ensure all SGBV data (GBV survivors data, NFI distribution data, persons reached in various activities) is AGD (Age, Gender and Diversity) disaggregated and safely stored; Conduct data analysis and provide inputs, information and statistics for monthly, quarterly, annual and other reports to the supervisor; Assist the SGBV Response and Prevention teams in creating awareness on SGBV in the Kakuma Camps and Kalobeyei Settlement by participating and documenting campaigns, referrals and focus group discussions. Design and Implementation of Monitoring & Evaluation Plans: Participate in the design and implementation of the M & E plans for the various protection projects; Perform regular field visits to ensure the quality of data collected and to verify the accuracy of reported data and provide feedback for adjustment of activities as needed; Participate in the baseline, mid-term and end of term evaluations of protection (SGBV) programmes in accordance with the LEAP framework Actively collaborate with the M & E Officer and provide inputs to develop databases on project activities/beneficiaries and assist to updating regularly the database according to the project requirements Generate tools for activity planning, implementation, monitoring and reporting & help in mid & end term project evaluation. Under the Supervision of the M & E Officer, support short-term M&E evaluators and experts as required. Under the direction of the M & E Officer, support research and study activities on M&E related issues. Report Writing & Documentation: Assist in compiling and submitting monthly SGBV reports to the Protection Team Leader for sharing Assist in the preparation of the sectors operation plans/work plans & reviews Assist to maintaining a clear and transparent filing system Undertake any other duties and responsibilities as assigned by the supervisor About You A Bachelors Degree in Psychology, Social Work, Statistics or other protection related Social Sciences and training in Protection Monitoring and Evaluation; or Bachelors Degree in Statistics / Information management Sciences and a strong background in Protection/GBV M & E. Minimum of 2 years of work experience within the field of data and monitoring and evaluation; Minimum of 2 years of work within the field of Protection, SGBV, Social Work, Child Protection Experience in working with protection information management systems such as GBVIMS, CPIMS Experience in developing and implementing M&E plans. Experience in participatory assessments and community-based monitoring approaches; Clear understanding of Core Humanitarian Standards (CHS); Experience with capacity building of staff, and in convening and facilitating trainings and workshops DRC Core Competencies In this position, you are expected to demonstrate DRC five core competencies: Striving for excellence : You focus on reaching results while ensuring an efficient process. Collaborating : You involve relevant parties and encourage feedback. Taking the lead : You take ownership and initiative while aiming for innovation. Communicating: You listen and speak effectively and honestly. Demonstrating integrity: You act in line with our vision and values. WHAT WE OFFER Contract length : 12 months (3months probation) Duty Station : Dadaab Refugee Camp Start date : Feb 2018 Salary and conditions will be in accordance with Danish Refugee Councils Terms of Employment for National Staff Method of Application Interested and qualified? Go to Danish Refugee Council career website on candidate.hr-manager.net to apply",2018-01-22
New KCC Hiring Interns For Their 2018 Graduate Trainee Program,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/new-kcc-hiring-interns-2018-graduate-trainee-program/,"New Kenya Cooperative Creameries is looking to absorb interns for their 2018 graduate trainee program slated to commence as from February. The applicants should be graduates as from 2004 to date and should not be more than 26 years of age. This being a competitive venture, you are also required to submit your best application letter and CV with good referencing of 3 persons, and one of the referees must be your church minister. For more information, please check the below notice. All the best in your application",2018-01-22
Aga Khan University Information Security Analyst,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/aga-khan-university-information-security-analyst/,"The Aga Khan University (AKU) is a private, not for profit, International University first established in 1983, with 11 teaching sites in eight countries. The Medical College in East Africa s part of a visionary plan to create a comprehensive university in East Africa with a health sciences regional hub in Nairobi and campuses in Dar es Salaam and Kampala. The Analyst  Information Security will work with the IT teams in assessing and implementation of IT security within the university. Key Responsibilities Perform technology and information security risk assessments. Perform IS policy and procedures gap assessments against information security, regulatory requirements and governance standards. For example lSO27001:2013, COBIT, PCI-DSS etc. Liaise with IT and internal/external audit teams during information systems audit. Work as a central point of contact from IT to ensure appropriate flow of information to audit team with any delay. Work with IT team for successful closure of the audit observations Perform internal assessments and identify gaps in current documentation and operations. Assist in organizing information security trainings and campaigns for AKU staff. Ensure implementation of Security Incident and Threat Response process. Educate IT and business users and ensure all critical information assets are classified properly. Conduct routine security reviews of networks, infrastructure, identify gaps, report issues to concerned units and management and tracking for timely closure. Review audit logs of servers, network equipment and firewalls on a monthly basis. Review SIEM logs on a daily basis to detect and identify cyber-attacks. Monitor for security breaches and investigate a violation when one occurs. Assess and respond to network security events and alerts identified through SIEM. Coordinate with IT and business on security concerns for network, infrastructure and various projects. Assist in remediation efforts related to security incidents, vulnerability assessments and penetration tests. Ensure that appropriate measures have been taken to protect all AKU digital information assets from all kind of malicious software. For example, malware, viruses, worms, Trojans, etc. Review configurations of network devices: Firewalls, Intrusion Detection Systems, Intrusion Protection Systems, network switches, network routers, VPN implementations for security perspective. Implement data encryption policy and procedure to ensure all confidential information is encrypted while in transit or at rest. Any other task or project assigned by line manager. Qualification & Experience Bachelors degree or equivalent in Computer Science, Computer Engineering, Information Security or related field. Advance degree highly preferred. At least five (5) years of hands-on experience in Information Security risk assessments, policies and procedures, regulatory compliance, etc. Network and security certifications such as CCNA, CCNP, CISM, CISA, CEH, MCSE, and CISSP etc. would be a plus. Knowledge of Information Security and IT standards including but not limited to ISO 27001, COBIT, HIPAA, NIST, ITIL etc. Experience in any Big 4 professional services firm would be a plus. Please send your curriculum vitae; copies of academic qualifications; and copies of professional certificates to the Manager, Recruitment, Aga Khan University Hospital email address [email protected] not later than 1st February, 2018.",2018-01-22
NGO Executive Assistant Job in Nairobi,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/ngo-executive-assistant-job-nairobi/,"Location: Nairobi, with occasional travel to the field Reports to: Executive Director Salary: Competitive Our client is an international charity NGO and they are looking to recruit a vibrant & polished Executive Assistant who will be responsible for providing administrative and programmatic key support to the office of the Executive Director in institutional communication, reporting and fundraising; and leads organization documentation efforts in line with the strategic plan and annual work plan with the periodic review and development of successive plans. Executive Assistant Job Responsibilities Managing the Executive Directors electronic diary. Prepare & manage correspondence on behalf of the Executive Director Booking meetings, organizing travel and preparing complex itineraries Make submissions of the Executive Directors expenses reimbursement and other financial requests Coordinate weekly staff meetings, bi-weekly senior staffs check-in with the Executive Director. Provide required support to the Executive Director role as Secretary to the Board Support scheduling of the Executive Directors performance reviews of her direct reports annually. Ensure that the Executive Director has adequate information and is prepared for all engagements. Offer key support and input to institutional fundraising strategies. Ensure all relevant data and materials are provided for proposal development and reporting, by continuous review of programme data and consulting staff and community partners. Develop detailed, dynamic and compelling written funding requests and reports that accurately represent the organization on-going and new work as provided in current strategic plan Cultivate relationships with funder partners and peers through participating in and convening key meetings and international networking Assist the Executive Director in general donor correspondence and liaison. Co-develop dynamic and compelling communication material and pieces targeting individual funders in the US, in liaison with the Executive Director and the resource mobilization consultant. Represent the Executive Director in key forums and meetings as requested from time to time. Support selected programmes as requested by the Executive Director from time to time. Undertake any other duties as may be assigned by the Executive Director from time to time. Undertake any other duties as may be assigned by the Executive Director from time to time Qualifications for the Executive Assistant Job Bachelors degree in Business Administration and related fields At least 3 years experience in a similar position Proficient knowledge of Microsoft applications Good command of English language Excellent organizational and coordination skills Ability to interact with high level individual personalities Highly confidential Must be well polished & cultured Strong sense of initiative Good problem solving & time management skills Culturally sensitive and ability to adapt easily. How to Apply If you are up to the challenge, posses the necessary qualification and experience, please send your CV only quoting the job title on the email subject ( Executive Assistant  NGO ) to [email protected] before Friday 26th January 2018.",2018-01-22
"Director of Admissions and Marketing Job  St Andrews School, Turi",https://opportunitiesforyoungkenyans.co.ke/2018/01/22/director-admissions-marketing-job-st-andrews-school-turi/,"St Andrews School, Turi is a top independent Christian boarding international school in Kenya offering the British Curriculum to pupils aged 5 to 18. The School sets excellent standards in the classroom, on the sports field, in music, drama and other areas. It provides a safe boarding environment in which young people can feel at home away from home. We are looking for a Director of Admissions and Marketing to provide strategic leadership for all admissions and marketing activities across the school. This is a high profile and demanding position and the successful applicant will be a key public face of the School. It is suited to a high calibre professional who combines exceptional leadership skills with significant relevant experience within either the independent schools sector, or a marketing led commercial organisation encompassing an international aspect. CLICK HERE for a detailed job description To apply, please complete an application form HERE , available at standrewsturi.com/opportunities or contact Ms. Janet Ndiho on [email protected] , Tel: +254 (0) 734288501, by 6th February 2018.",2018-01-22
Project Officer Job at The Catholic Diocese of Nakuru  Social Welfare Program,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/project-officer-job-catholic-diocese-nakuru-social-welfare-program/,"The Catholic Diocese of Nakuru  Social Welfare Program wishes to recruit a highly motivated and competent individual to fill the following position. Project Officer Main Duties & Responsibilities Is directly responsible for providing effective Diocesan level coordination of secretariat mediated programmes in areas of peace building and conflict transformation. Develops and coordinates effective implementation of peace promotional activities in liaison with. Participates in the coordination of ongoing peace arrangements in conflict prone areas at Parish/grassroots level, for early warning and rapid response to violent conflicts. Develops work plans and monitoring tools for the programme in the designated area of operation. Participates in development of fundraising proposals and carries out resource mobilization for the activities in the service areas. Qualifications and Experience Hold at least a Bachelors degree in Social Sciences, with additional training in Peace Building and Conflict Resolution. Have 2 years relevant project management experience in areas of community development work Have at least 1 year of field experience in conflict settings, with a demonstrated experience in peace building activities at the grassroots level. Excellent facilitation and coordination skills Good interpersonal skills, communication, computer and report writing skills Experience from interacting with NGOs and government funding agencies would be an added advantage Demonstrate an awareness of gender issues in relation to peace building work Possess a clean and valid driving license Interested candidates should submit their applications, enclosing a detailed CV, copies of academic testimonials and names of three referees and day time telephone contacts to: Personnel Director Catholic Diocese of Nakuru P.O. Box 938  20100 Nakuru. or E-mail us  [email protected] So as to be received by 31st January 2017. MUST indicate Current & Expected consolidated salary in your application. Only shortlisted candidates will be contacted.",2018-01-22
Sales Associate at Tatu City,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/sales-associate-tatu-city/,"Tatu City is the creation of a world-class, mixed-use, mixed-income new city, located within Greater Nairobi  East Africas new economic hub. It will provide homes and jobs for thousands of Kenyans and unparalleled economic and business opportunities. Sales Associate Job Type Full Time Qualification BA/BSc/HND Job Field Sales / Marketing Job description Do you know your ABC from your AIDA? If so you could be the exact candidate to fill this role! At Tatu City, we offer attractive compensation and great career prospects for anyone who is an ABC sales associate. You must have 5 years experience in sales, preferably in a real estate role, but most of all we want passion, dedication and pride in what you do, along with that zing that ensures you ABC your way to the top. Method of Application Send us your resume at [email protected] and call us 0751292410 to begin the process.",2018-01-22
Job Openings at FHI 360  5 Positions,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/job-openings-fhi-360-5-positions/,29294,2018-01-22
Career Opportunities at Adeso  2 Positions,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/career-opportunities-adeso-2-positions/,"Adeso , formerly known as Horn Relief, is an expanding and vibrant African based international development and humanitarian organization. At Adeso, we work with African communities who are yet to realize their full potential; working inside these communities to create environments in which Africans can thrive. Our belief that economic, social and environmental security is the bedrock of a healthy community drives the nature and intent of our programming. We work to prevent and overcome situations that adversely affect community well-being by: reinvigorating the economy, developing skills for life and work, providing humanitarian aid, and influencing policy. For the past 20 years we have strengthened rural livelihoods through environmental awareness, training, technology transfer and innovative humanitarian projects in pursuit of a peaceful, self-reliant, and greener future. Adeso is an exciting and dynamic organization experiencing managed rapid growth. It offers sound employment conditions with opportunities for personal growth and development. Community Mobilizer-PYEI Job Type Full Time Qualification BA/BSc/HND Experience 2 years max Location Marsabit Job Field NGO/Non-Profit Project Management POSITION SUMMARY This position is part of the Pastoralist Youth Education Initiative (PYEI) is a multi-donor project that forms the second phase of Adesos approach to enhance economic and social opportunities of marginalized pastoral children in Marsabit, Kenya through improved access to quality education. Taking a holistic approach, the PYEI is looking to build on the successes and lessons learned from a 2 year pilot Mobile Non-formal Education (MNFE) in providing access to primary and post primary education for pastoralist youth focusing on female participation. Adeso is seeking qualified and committed individuals to join the PYEI team as Community mobilizers (CM). The incumbents will be the project ambassadors in the community and work closely with the project team and the teacher to monitor activities on the ground. CM will be incharge of a Mobile School to support in the field, including follow up with the associated Community Education Committees (CECs). SPECIFIC ROLES AND RESPONSIBILITIES Conduct community sensitization meetings in targeted communities. Encourage full participation by all community members, paying special attention to women. Assist in recruitment of teachers. Facilitate selection and training of CEC members. Assist CEC and community members and teachers to develop selection criteria and identify pupils to participate in the project. Gather and collate monitoring data and report on findings from field monitoring activities. Work with the M&E Officer to learn how to conduct analysis of the monitoring data. Assist the M&E Officer with the organization of semi-annual stakeholder meetings. Assist the Senior Project Officer and the Cashier/Clerk with other aspects of project implementation as required. SKILLS AND QUALIFICATIONS ESSENTIAL Resident of Marsabit County At least 1 year of relevant experience Ability to work well under pressure and with minimal supervision Ability to establish strong working relationships with community members and colleagues Excellent verbal and written skills in English Computer skills DESIRABLE Relevant technical/vocational qualification Experience working on education projects and/or with pastoralist communities go to method of application  Teachers-PYEI Job Type Full Time Qualification BA/BSc/HND Location Marsabit Job Field Education / Teaching NGO/Non-Profit POSITION SUMMARY This position is part of the Pastoralist Youth Education Initiative (PYEI) is a multi-donor project that forms the second phase of Adesos approach to enhance economic and social opportunities of marginalized pastoral children in Marsabit, Kenya through improved access to quality education. Taking a holistic approach, the PYEI is looking to build on the successes and lessons learned from a 2 year pilot Mobile Non-formal Education (MNFE) in providing access to primary and post primary education for pastoralist youth focusing on female participation. Under the direct supervision of the Project Coordinator, the teacher will be responsible to implement and evaluate the Non formal education curriculum and impart knowledge, skills, develop personality and character that will provide a lasting and inspiring impact on the lives of pupils to develop a positive attitude. SPECIFIC ROLES AND RESPONSIBILITIES Curriculum implementation and evaluation To prepare all professional records for curriculum implementation Develop teaching/learning resources for effective and motivating lessons Keep all records and use them to improve performance Conduct continuous assessment tests and terminal exams, mark and record results Train children in co-curricular activities so as to compete with others Participate in timetable review with the CECs Keep records of all monitoring tools including the exit forms, class register, NFEC pupils performance Facilitate community participation in promoting non formal education Train parents on basic concepts of upbringing their children Participate in CEC meetings in the NFECs Participate in community mobilization and sensitization about the project Involve the community through the CECs to support education Encourage the community to give girls equal chance in education through mobilization Encourage the CECs and Pupils to make the centre environmentally friendly Managing Non formal Education Centre (NFEC) Resources Responsible for proper management of centre resources issued for promoting teaching/learning environment i.e textbooks, teaching aids and etc Accountable for keeping proper and accurate list of books issued to NFEC pupils Ensure proper utilization of any used material during classroom instruction Ensure proper storage and safety of equipment/materials after use by children, this includes the floor mat, tent, textbooks, register and football materials Promote partnership with local educational institutions Regularly monitor the attendance, scholastic performance and learning needs of the children in the NFEC in close liaison with Adeso MNFE project staff Initiate close relationship with teachers from the local primary schools to share approaches for effective teaching in the NFEC Development of human potential in students Prepare high achieving pupils for post primary education Develop the pupils potential abilities to their maximum through a variety of experiences Develop in pupils, an awareness and appreciation of education in the field of education and an ability to utilize them Develop in pupils, an awareness of the principles which underline good human relationship and use of these in their dealings with the community Prepare the pupils to face life with self-confidence and independence Promote clear logical thought and critical judgment Offer carrier guidance to pupils Conduct counselling for pupils in need of counselling. Liaise with parents of individual learners for effective delivery of counselling services SKILLS AND QUALIFICATIONS Essential: BED primary option/P1 teachers certificate At least one year experience in a similar position Ability to teach Kenya primary curriculum Ability to work well with minimal supervision Good communication skills and organisational skills Ability to establish strong working relationship with the community Willing to travel and work regularly within remote areas Ability to work as part of a team Ability to coach and mentor Self-confidence, maturity & ability to co-operate with a wide variety of people Must be a resident of Marsabit County Experience working with Pastoralist communities Desirable: Commitment to vision, Mission and values, aims and policies (especially gender relations) Uphold Adeso Values at all times. Robust energy and interpersonal skills at high level Working at community level and with NGOs Ability to work on own initiative & under pressure and to meet deadlines Personal commitment to working as reliable, honest, & trustworthy member of a team Method of Application Applicants should please submit your application to [email protected] , quoting the position in the email subject matter Each application should be addressed to the Regional Human Resources Manager and include the following: An updated CV; and An application letter which should include remuneration requirements and contact information for three work-related referees. Applications not including all of the above information will not be reviewed. Only short-listed candidates will be contacted. Adeso is an equal opportunity employer.",2018-01-22
Principal HR Officer at Rural Electrification,https://opportunitiesforyoungkenyans.co.ke/2018/01/22/principal-hr-officer-rural-electrification/,"The Rural Electrification Authority , a State Corporation established under the Energy Act No. 12 of 2006, is mandated to enhance provision of electricity in the rural areas of Kenya. It is also the lead agency in the development and promotion of renewable energy in Kenya. Through its mandate, the Authority seeks to improve the socio-economic well-being of Kenyans living in rural areas. Since commencing operations in the 2008/09 financial year, the Authority has endeavoured to realize this objective and through its efforts, 70% of all the public facilities now have electricity. Moving forward, the Authority will put more focus on renewable energy to provide electricity to areas far away from the national grid network. Principal HR Officer Job Type Full Time Qualification BA/BSc/HND MBA/MSc/MA Experience 5 years Location Nairobi Job Field Human Resources / HR Job Description Overseeing the development and review of human resource policies, rules and regulations; Overseeing the development of human resource plans and strategies; Monitoring and coordinating the implementation of human resource management policies, rules and regulations; Monitoring and Coordinating staff training and development; Developing and institutionalizing performance appraisal process; Advising on career development and review of Career Progression Guidelines; Coordinating industrial relations and staff welfare; Spearheading the development and implementation of human resource management system; Overseeing budgeting, allocation and optimal utilization of training resources and opportunities; Reviewing of terms and conditions of service; Ensuring proper utilization of human resources on board and advising on proper deployment; Ensuring compliance with all the statutory and regulatory requirements relating to Human Resource; Any other duties that may be assigned from time to time. Job Qualifications A degree from a recognized University in Human Resources Management or Social science or any other relevant qualification from a recognized institution; Masters degree in a related field from a recognized institution; Full membership to a professional body in the Human Resource field; Leadership or Management course is an added advantage. Experience and competencies: Five (5) years working experience, three (3) of which must be in supervisory level; Demonstrated outstanding professional competence as reflected in work performance and results; Decision making and problem solving skills; Leadership skills; Demonstrated Integrity; Meets the requirements of chapter six of the constitution. Method of Application Visit the REA website for the full details of the job descriptions, minimum requirements and requisite work experience for each position. Apply for a position through a standard one-page letter, attaching a detailed CV and copies of certificates; All applicants MUST Complete a BIO DATA form which can be obtained from the REA website and send the same IN SOFT (NOT SCANNED) to the Chief Executive Officer on [email protected] . In addition to the Bio Data form, submit HARD COPIES of their applications together with their updated Curriculum Vitae, certified copies of academic and professional certificates before or on the closing date. Candidates must submit Tax Compliance certificate from Kenya Revenue Authority, Clearance Certificates from Ethics and Anti-Corruption Commission and Higher Education Loans Board; and a valid Certificate of Good Conduct from the Directorate of Criminal Investigations (DCI). Qualified persons including physically challenged, youth and female candidates are encouraged to apply. Only shortlisted candidates will be contacted. Applications should reach: The Chief Executive Officer, Rural Electrification Authority, Kawi House, Block C/South C-Bellevue, P.O Box 34585-00100, NAIROBI.",2018-01-22
Receptionist job vacancy,https://opportunitiesforyoungkenyans.co.ke/2018/01/23/receptionist-job-vacancy/,"Who are we? Penda Health is an award-winning company that is transforming healthcare in Kenya by building a chain of outpatient medical centres that offer evidence-based medical care and unparalleled patient experience at surprisingly affordable (but still profitable) rates. Whats the Job? We are searching for a receptionist who can make our patients feel comfortable and satisfied, AND manage all the front office operations without breaking a sweat. Key Benefits: Learn all about marketing and health outreach Chance to interact with people from all walks of life all day long Lots of growth opportunities and promotions over time(We are a fast growing company) Roles and Responsibilities Provide patients with a delightful experience at Penda Health. Keep track of all patient records and data  using paper and computer based record systems. Keep track of all cash and payment records. Issuing patients with accurate receipts every time. Build a wonderful relationship with every team member at Penda to ensure that everyone is ready to help each other and that conflicts dont linger. Grow Pendas patient numbers through proactive efforts in the community and through ensuring that patients are received to Penda in a positive way. Build an open community at the clinic where everybody is ready to learn from each others feedback and that from our patients. Requirements Basic Computer skills Must have spent some time doing community based projects/work Salary and Benefits Base Salary depends on qualifications and experience Full benefits including inpatient health insurance and dental care Where is the opening? Our Medical Centres (Umoja,Zimmerman and upcoming ones in Huruma and Githurai 44) To Apply Fill this survey Visit one of our branches or our support office and drop your CV",2018-01-23
IPOA Job Vacancies,https://opportunitiesforyoungkenyans.co.ke/2018/01/23/ipoa-job-vacancies/,"The Independent Policing Oversight Authority (IPOA) is a state Authority created under an Act of Parliament No.35 of 2011, with the mandate of holding the police accountable to the public in the performance of their functions. The Authority wishes to recruit results oriented Kenyan citizens with drive, vision and creativity to fill the following positions: Vacant Positions 1. IPOA/HR/1/2018 Regional Office Coordinator Job Grade 4 (5 posts) 2. IPOA/HR/2/2018 Principal Investigations Officer Job Grade 4 (5 posts) 3. IPOA/HR/3/2018 Senior Investigations Officer Job Grade 5 (10 posts) 4. IPOA/HR/4/2018 Senior Inspections Officer Job Grade 5 (3 posts) 5. IPOA/HR/4/2018 Senior Monitoring Officer Job Grade 5 (2 posts) 6. IPOA/HR/5/2018 Senior Complaints Officer Job Grade 5 (5 posts) 7. IPOA/HR/6/2018 Investigations Officer I Job Grade 6 (10 posts) 8. IPOA/HR/7/2018 Complaints Officer I Job Grade 6 (5 posts) 9. IPOA/HR/8/2018 Inspections Officer I Job Grade 6 (5 posts) 10. IPOA/HR/8/2018 Monitoring Officer I Job Grade 6 (5 posts) 11. IPOA/HR/9/2018 Senior Clerical Officer Job Grade 8 (5 posts) 12. IPOA/HR/10/2018 Senior Driver Job Grade 8 (5 posts) 13. IPOA/HR/11/2018 Support Staff Job Grade 9 (5 posts) 14. IPOA/HR/12/2018 Data Base and Systems Analyst Job Grade 6 (1 post) All applicants MUST attach clearance from the following bodies: i. Kenya Revenue Authority (KRA); ii. Ethics and Anti- Corruption Commission (EACC); iii. Higher Education Loans Board (HELB); iv. Directorate of Criminal Investigations (DCI); and v. Credit Reference Bureau (CRB) How to apply: Interested persons who meet the above criteria are invited to view detailed job descriptions at www.ipoa.go.ke under careers and send their applications by submitting the duly completed IPOA job application Form found at the Authoritys website; www.ipoa.go.ke , updated CV, academic certificates, testimonials and the above specified clearances. Canvassing and incomplete applications may lead to automatic disqualification. Applications in a sealed envelope with the job reference number clearly marked should be received by the undersigned on or before Friday, 6th FEBRUARY, 2018. Only shortlisted candidates will be contacted. Applicants MUST note that they may be posted to serve in ANY of the following regional offices; Mombasa, Kisumu, Garissa, Nakuru, Eldoret (with a satellite office in Lodwar), Nyeri, Kakamega, and Meru. The Chief Executive Officer Independent Policing Oversight Authority P.O Box 23035-00100 Nairobi. IPOA is an equal opportunity employer and shall not in its recruitment discriminate on the basis of race, religion, colour, ethnic origin, political affiliation, sex or sexual orientation, pregnancy, marital status, disability, health or social status.",2018-01-23
11 Job Opportunities at Peal Rite,https://opportunitiesforyoungkenyans.co.ke/2018/01/23/11-job-opportunities-peal-rite/,As part of our growth strategy we wish to recruit individuals in following areas: 1. Sales Sales Executives Certificate or a Diploma Background in Sales Computer Literacy Experience In related a field will be an added advantage 2. Accountants Accountants Diploma / Degree in Finance CPA(2) or Its equivalent One year experience in a busy finance department 3. Admin Assistants Admin Assistants Diploma in secretarial studies or Business related course Certificate in computer applications 4. Management Trainees Management Trainees Fresh graduates at most 25yrs Computer Literate Must have good communication skills 5. Customer Service Reps Customer Service Reps Diploma in Business or Customer service one year experience Great communication skills 6. Business Interns Business Interns Fresh Diploma or Degree Graduates Good computer skills in ms word & excel Able to handle multiple tasks 7. Data Entry Clerks Data Entry Clerks Diploma /certificate Excellent in ms word & excel & access ability to work under pressure 8. Distribution Clerks Distribution Clerks Diploma in supply chain management or certificate in a related field One year experience Strong technical experience will be an added advantage 9. Office Assistants Office Assistants Diploma in secretarial studies or its equivalent Certificate in computer applications Excellent written and verbal communication skills 10. Drivers Drivers Must have BCE driving licence Aged between 25  45 2years experience 11. Merchandisers Merchandisers Form 4 Certificate One year experience in sales Good communication skills Send your CVs to [email protected],2018-01-23
Designer job at Living Goods,https://opportunitiesforyoungkenyans.co.ke/2018/01/23/designer-job-living-goods/,"Language: Excellent spoken and written English Location: Kenya /Uganda Travel: 50% The Organisation Living Goods (LG) seeks to improve the lives of tens of millions of underserved customers by revolutionizing the way community health is delivered in the developing world.  To do this, Living Goods not only grows its own business operations, but also dramatically magnifies its impact through large-scale partnerships.  Living Goods works with many of the worlds leading visionary organizations across the corporate, social and government sectors.  Current partners include the governments of Kenya and Uganda, plus Care International, BRAC and PSI. Living Goods future success increasingly depends on the state of the art mHealth, communications, the latest mobile tools, apps and technologies to drive impact. RESPONSIBILITIES Conduct researches to understand our users needs, configure our product to fit service delivery workflows within a particular health context. Perform investigations, design, implementation and maintenance of product modules and submodules for both new and existing products according to architecture, guidelines and good software engineering practices. Support our project managers and partners in conducting high-quality design research as design is a shared core competency at Living Goods. create design tools and templates to assist teammates be equipped to carry out design work. coach teammates through our design process before, during, and after project deployments. Conduct sessions directly with end users to design workflows. conduct UX testing on the product features, implement prototypes and inform our product roadmap. Take technical responsibility of overall project design by ensuring end-to-end ownership of all technical aspect Drive open communication across disciplines. MINIMUM QUALIFICATIONS: 3-5 years work experience on a product team conducting user experience research and testing OR in a community-facing programs role, particularly in reaching vulnerable communities Have some understanding of health service provision/ public health systems/ community health Excellent written and oral communication and presentation skills in English Willingness to learn and flexibility to work across a multi disciplinary team Demonstrated ability to work remotely, under pressure and with limited supervision Comfortable using different types of technology Ability to articulate complex information clearly and concisely Demonstrate Intense attention to detail and quality Experience in community-based field work with underserved populations or with ICT4D is strongly preferred. Compensation A competitive salary and benefits package commensurate with experience including health insurance and bonus opportunity.  The opportunity to be your best while making lives better for those in need. What is Living Goods? Living Goods supports networks of Avon-like micro-entrepreneurs who go door-to-door teaching families how to improve their health and wealth while selling affordable, high-impact products like basic medicines, fortified foods, water filters, clean cook stoves, and solar lights. Living Goods seeks nothing less than a disruptive reinvention of distribution in emerging markets, through networks of franchised micro-entrepreneurs who leverage Living Goods brand, buying power and mobile marketing tools to deliver vital products at accessible prices to the people who need them most. By combining the best practices from the worlds of micro-enterprise, franchising and public health, Living Goods is creating a fully sustainable system to improve the health, and wealth, of underserved communities. Living Goods has been featured in The New York Times, NBC News, The Economist, and The Huffington Post. Check out these articles and more on our press page. Life at Living Goods Living Goods is aiming to make disruptive changes, dramatically improving the lives of underserved communities. We think big, but we operate small and nimble. At Living Goods, you will have the chance to use your creativity and work with your teammates to conceive and test new ideas every day. If you work well in a dynamic, highly collaborative culture, if you set high standards for yourself and your colleagues, if you know how to fail fast and learn fast, if you meet challenges with calm determination and a sense of humor, you will thrive at Living Goods. See www.livinggoods.org/principles. Apply here.",2018-01-23
